ref,term_kor,term_eng,def_kor
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1232&Md=dc81ca3c730bb821a6390e48beb50e1c&TitleLetter=%BE%E0%B9%B0%C0%C7%C1%B8%28%BC%BA%29%3A+drug+dependence,약물의존(성),drug dependence,    어떤 종류의 약물을 반복해서 사용하는 동안 그 약의 사용을 중지할 수 없게 되는 상태. 의존의 정도가 심해지면 약 없이는 생활할 수 없는 상태에 빠지고 그 결과 법을 어기면서까지 약을 구입하게 된다. 이전에는 약물만성중독 약물남용 약물습관성이라는 개념으로 나누어져 있었지만 에서는 이것들을 모두 포함시켜서 약물의존이라 하였다.    상태에 의한 분류라 약물작용에 의한 분류가 있다. 상태에 의한 것은     .정신적 의존 약물의 사용을 중지하면 불안감우울감초조감 등의 심리적인 증상이 나타나 다시 약물을 찾게 되는 경우. 약을 끊었을 경우에 나타나는 신체증상인 금단증상은 나타나지 않으며 약물의 지속적 복용에 의해서 점차 약물에 대한 신체의 반응이 줄어드는 현상인 약물의 내성도 나타나지 않는다.    .신체적 의존 약물 사용을 중지하면 신체적인 장애 즉 금단증상을 일으키고 그 고통을 달래기 위해 약물을 찾게 되는 경우이다. 대부분 내성이 나타나는데 개별적으로 나타나는 경우도 있지만 주로 병행해서 나타난다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1233&Md=2d142728a86584c40dae074120af454e&TitleLetter=%BE%E0%BB%E7%3A+pharmacist,약사,pharmacist,    약사법에 의해 약에 관한 업무를 담당하는 사람으로서 보건복지부장관의 면허를 받은 사람. 약사가 아니면 약국의 개설 및 의약품을 조제할 수 없다고 약사법에 규정되어 있다. 약사는 국민의 건강복지를 위하여 일하는 약에 대한 전문가로서 약의 생산조제공급박리를 비롯하여 직능이 다양하다. 오늘날 세계 여러 나라에서 시행되고 있는 의약분업에 의해 전문 의료인인 의사가 환자의 증상을 진단하여 처방을 하면 약사는 그 처방전에 따라 의약품을 조제판매하고 있다. 약사가 되기 위해서는 약학대학을 졸업하고 약사국가시험에 합격하여야 한다. 한국의 약사법이 처음으로 공포된 년 전까지는 약제사라고 호칭되던 것을 법 제정시부터 약사하고 칭하게 되었다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1234&Md=1ef571ac398c5ff5e7a7ca36c0f13f5d&TitleLetter=%BE%E0%BF%AA%C7%D0%3A+pharmacodynamics,약역학,pharmacodynamics,    약이 인체에 작용하는 효과를 연구하는 학문. 각 약이 인체에 작용하는 정도는 각기 사람마다 다르다. 어떤 사람 갑은 병이라는 약에 아주 민감하여 그 약을 복용시 큰 효과가 나타나지만 대신에 그만큼 부작용이 증가할 수도 있다. 그러나 다른 을은 병에 아주 무디어서 그 약리적 작용이 나타나지 않을 수도 있다. 약역학은 이런 약의 인체 개개인에 따른 작용을 알아보는 학문이다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1235&Md=29045f980c901bf27df8daa67805ad0c&TitleLetter=%BE%E7%B1%D8%BC%BA+%C0%E5%BE%D6%3A+bipolar+disorder,양극성 장애,bipolar disorder,    외부자극에 의해서 변화하지 않는 지속적인 마음의 상태인 기분()에 이상이 있는 정동장애의 한 종류. 정동장애의 대표적인 질환으로는 외부의 자극에 관계없이 기분이 우울한 우울증()과 지속적으로 외부의 자극에 관계없이 지속적으로 기분이 들뜨는 조증()이 있다. 우울증과 조증이 주기적으로 반복이 되는 정신질환과 조증만 있고 우울증은 없는 경우를 모두 포함하는 개념이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1236&Md=2280e082f2ee1ee77d5bb10ec4887992&TitleLetter=%BE%E7%B8%B7%3A+amnion,양막,amnion,    임신시에 태아는 얇은 막에 둘러쌓여 있고 이 막과 태아사이에는 액체가 있다. 이 막을 양막()이라고 하고 양막속의 액체를 양수라고 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1237&Md=d1e9a8e3f9287c0f689fe98baf387f8d&TitleLetter=%BE%E7%BC%BA%3A+benign,양성,benign,    치유가 잘 되는 종양의 경우에서는 다른 조직으로 퍼지지 않고 그부분에서 머물러 있는 종양을 말한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1238&Md=3dbabec3d9300c217275b4344d681bd4&TitleLetter=%BE%E7%BC%BA%3A+bisexuality,양성,bisexuality,    . 이성애의 욕망과 동성애의 욕망을 함게 가지고 있는 상태를 가리키는 말. 양성소질이라고도 한다. 정신분석이론에서는 흔히 유아 성욕의 미분화된 성격과 성인(여성)의 히스테리성(정신신경증) 상태를 가리킨다. 전통적인 정신분석학자들은 청소년기의 과도기적인 양성경향에서 벗어나는 것을 정상적 발달로 간주하는 경향이 있다. 그러나 많은 페미니스트들은 이러한 견해에 동조하지 않는다. 프랑스의 페미니즘 이론가 엘렌 식수스( )는 양성애를 우리 인간의 기원이자 목표이며 영웅적인 사람만이 되찾을 수 있는 것일지 모른다고 보았다. . 반음양.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1239&Md=ee480928f69391e8b6f382e70444e920&TitleLetter=%BE%E7%BC%BA%C1%BE%BE%E7%3A+benign+tumor,양성종양,benign tumor,    발육속도가 완만하여 성장에 한계가 있고 주위와의 경계가 명확하며 다른 조직으로 퍼지지 않으며 침윤이나 전이를 일으키지 아니하는 종양. 섬유종이나 지방종 따위가 전형적인 예이다. 양성종양은 종양이 존재한다고 해도 차적으로 숙주의 생명을 위협하는 일은 없다. 양성종양의 발육형식은 주위의 조직간에 왕래하는 일이 없이 주위의 조직을 밀어내며 증식한다. 발육속도는 완만하며 전이하거나 절제 후 재발하는 일이 극히 드물다. 종양성분은 변이체이긴 하지만 성숙한 정상세포와 거의 다른 것이 없다. 전신에 대한 영향은 악성종양의 경우 어느 정도 발육했을 때 전신의 영양상태가 손상되어 카켁시아가 되지만 양성종양의 경우 이런 일은 거의 없다. 양성종양과 악성종양의 성상의 차이에 엄밀한 경계는 없고 경계경변으로 보이는 종양도 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1240&Md=72b157c2390328dbb2d6cfbfedd8a07d&TitleLetter=%BE%E7%BC%F6%3A+amniotic+fluid,양수,amniotic fluid,    임신시에 태아는 얇은 막에 둘러쌓여 있고 이 막과 태아사이에 액체가 있다. 이 막을 양막()이라고 하고 양막속의 액체 양수라고 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1241&Md=12fceae915a9482787f7755c7da5e906&TitleLetter=%BE%E7%BC%F6%C3%B5%C0%DA%3A+amniocentesis,양수천자,amniocentesis,    임신시 자궁내에서 태아는 얇은 막에 둘러쌓여 있고 이 막과 태아 사이에는 액체가 있다. 이 막을 양막이라고 하고 양막속의 액체를 양수( )라고 한다. 태아기의 이상을 진단하기위해서 이 양수를 뽑아서 검사를 할 수 있는데 이렇게 양수를 산모의 배에서 주사기로 뽑는 행위를 양수천자라고 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1242&Md=c667e90f9ebcdca140a2bebd35d668f3&TitleLetter=%BE%E7%C0%FC%C0%DA%B9%E6%C3%E2+%B4%DC%C3%FE%C3%D4%BF%B5%3A+positron+emission+tomography,양전자방출 단층촬영,positron emission tomography,    핵의학적 진단방법중 하나. 가장 발달된 형태의 핵의학적 진단방법이다. 양전자를 방출함으로써 생기는 핵의학적 방사능을 이용하여 인체의 단면을 촬영할 수 있다. 이것은 마치 컴퓨터단층촬영과 유사하나 조영제와 선을 사용하지 않는다는 점에서 다르다. 이용하는 핵의학적 물질을 인체내에서 대사가능한 물질(예를 들어 포도당 혹은 지방)에 붙여서 사용함으로써 실제적으로 살아있는 생체내에서 어떤 형태로 대사가 이루어지는 지 알아낼 수도 있다. 예를 들면 눈을 뜨고 어떤 물체를 주시할 때 뇌의 어떤 부위가 가장 활발한 대사작용을 하는지 알 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1243&Md=d3d9cf89ec061d03e869f78a1d168aef&TitleLetter=%BE%E7%C3%F8%B8%B6%BA%F1%2C+%B4%EB%B8%B6%BA%F1%3A+paraplegia,"양측마비, 대마비",paraplegia,    양측하지의 마비를 말함. 대개 뇌성마비( )에서 나타난다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1244&Md=9bbf69f2e0c867c857759fe8fba4c9a1&TitleLetter=%BE%EE%C1%F6%B7%AF%BF%F2%2C+%C7%F6%B1%E2%C1%F5%3A+giddiness%2C+dizziness%2C+vertigo,"어지러움, 현기증","giddiness, dizziness, vertigo",    주위 공간에 대해 자신이나 혹은 공간이 마치 움직이고 있다고 느끼는 이상감각으로 흔히 구역을 동반한다. 어지러움은 공간지각을 담당하고 있는 속귀에 이상이 있으면 언제나 일어날 수 있다. 따라서 원인은 다양하며 뇌의 손상이나 어떤 약의 부작용 매독 그리고 속귀의 이상 등에서 발생가능하다. 이러한 증상이 나타나면 일단 몸의 이상이 없는지 검사해보아야 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1245&Md=343d03ba1bb8d6e1b9aa97eff67e18b3&TitleLetter=%BE%EF%BE%D0%3A+repression,억압,repression,    무의식적이고 위협적인 충동 감정 소원 환상 기억 등이 의식되지 못하도록 하는 방어기제. 가장 간단한 예로 괘종시계의 소리를 아침에 못들었다는 것이다. 귀찮은 과제는 잊었다는 것이다. 이것은 잊고 싶은 기억이나 용납되지 않는 욕구를 의식적으로 잊으려 하는 억제()과는 구별되는 무의식적인 현상으로 억압의 방어기전이 작용하는 사실에 대해서 자신은 의식적으로는 정말 모르고 있는 상태가 된다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1246&Md=75b724a035b6facb26a36525baca6c69&TitleLetter=%BE%EF%C1%A6%3A+Repression,억제,Repression,    유전학에서는 억제인자()에 의해 유전자복제()가 억제되는 것.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1247&Md=4d2ab915718915b96096cc31efdab9ce&TitleLetter=%BE%F0%BE%EE%BB%F3%BD%C7%C1%F5%3A+aphasia,언어상실증,aphasia,    입이나 발성기관 또는 귀의 병터가 없이 뇌의 병터나 손상으로 인해서 자신이 표현하고자 하는 것을 말로써 표현하지 못하거나 남의 말을 듣고 그것에 대해서 이해하지 못하여 대답을 못하거나 엉뚱한 대답을 하는 것이다.    대뇌 중에서 사람의 언어에 관련되어 중요한 역할을 하는 부분은 감각영역( )라는 것과 운동영역( )라는 두 군데가 있다. 감각영역은 관자엽에 위치하는 것으로 우리가 귀로 들은 내용을 이해하는 곳이다. 즉 이곳이 파괴되면 우리가 귀로 들은 것을 이해하치 못한다. 운동영역은 이마엽에 위치하고 있는 것으로 말을 하기위해서 입이나 후두를 움직이는 명령을 내려주는 곳이다. 따라서 이곳이 손상을 받으면 입이나 발성 기관이 정상이라도 말을 할 수가 없다. 이 두 곳은 활모양다발이라는 것으로 연결되어 있다.    언어에 관련된 이 부분들 중에서 어느 부분이 이상이 있는가에 따라서 언어상실증을 구분하기도 한다.    운동언어상실증  운동영역의 손상으로 생기는 언어상실. 감각영역이 정상이므로 타인의 말을 잘 이해하지만 자신의 뜻을 표현하지 못한다.    수용 언어상실증  감각영역의 손상으로 생기는 언어상실. 운동영역이 정상이므로 자신의 생각을 잘 말할 수는 있지만 타인의 말을 이해하지 못하고 묻는 말에 대하여 동문서답을 한다.    전도성 언어상실증   활모양다발의 손상으로 인한 언어상실증. 감각영역와 운동영역이 모두 정상이어서 자신의 생각을 표현하고 남의 말을 이해하는 것은 모두 가능하지만 남의 말에 대해서 동문서답을 한다. 이해한 것을 말로 옮기는 것에 이상이 있는 것이다.    완전언어상실증  운동영역 감각영역 활모양다발이 모두 파괴되어 생기는 언어상실증. 타인의 말을 이해하는 능력도 없고 자신의 생각을 말할 능력도 없다.     .   .      .   .      .   . 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1248&Md=d5a13c513b1bd534271ad687ee57cfcb&TitleLetter=%BE%F0%BE%EE%C0%E5%BE%D6%3A+language+disorder,언어장애,language disorder,    말을 바르게 발음하지 못하거나 정확하게 이해하지 못하는 병증. 교통수단으로서의 언어로 정보를 전달하는데 있어서의 장애이다. 언어를 이해 표출하는 생리학적 심리학적 언어학적 물리학적 사회학적인 각 과정에서의 질병이나 장애로 인해 일어나며 그 원인이나 병태에 따라 구음장애 말더듬 음성장애 언어발달지체 청력장애 선천기형 등 많은 질병 장애로 세분된다. 원인 및 병태의 검사 진단에는 내과 이비인후과 정신과 치과 등 여러 과목에 걸쳐 정밀조사를 함과 동시에 언어기능검사를 해야 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1249&Md=5dae0c9c7df506d51cd3b0dd10127242&TitleLetter=%BE%F0%BE%EE%C1%DF%C3%DF%3A+speech+center,언어중추,speech center,    언어의 생성과 이해를 관장하는 대뇌겉질의 특정한 부위. 인간의 특징인 언어는 특정한 상대와 마음의 내용을 서로 전하기 위해 쓰는 소리이다. 상대방으로부터 들은 소리를 의미가 있는 언어로 이해하고 마음의 내용에 대응하는 언어를 소리로 내는 얼개를 영위하는 곳이 언어중추이다. 대뇌반구의 표층에 있는 대뇌겉질에 세 개의 언어중추가 있다. 여기에 관여하는 대뇌겉질의 영역을 언어야( )라 한다. 이 영역은 통상적으로 왼쪽대뇌 반구에 있다. 주요 영역으로는 운동성 언어중추(브로카 중추)와 감각성 언어중추(워니케 중추)가 있다. 언어야가 손상되면 실어증이 생긴다. 운동성 언어중추의 장애가 있는 사람은 이야기나 써있는 글자는 잘 이해하지만 자발적으로 말을 잘할 수는 없다. 이것을 운동성 실어증이라 한다. 감각성 언어중추의 장애가 있는 사람은 청각은 정상적임에도 불구하고 말하는 언어나 쓰여진 문자의 의미를 알 수 없게 된다. 이것을 감각성 실어증이라 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1250&Md=6f07f96b753d1006ed16e3e0b7e00de3&TitleLetter=%BE%F0%BE%EE%C4%A1%B7%E1%3A+speech+therapy,언어치료,speech therapy,    말을 정확하게 발음할 수 없거나 더듬는 환자에게 발음 대화 따위의 훈련을 전문적으로 행하는 치료법. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1251&Md=60cbae6eef7410ad4fe5f9234ea77d3c&TitleLetter=%BE%F3%B1%BC%2C+%B8%E9%3A+facies%2C+face,"얼굴, 면","facies, face",    . 눈 코 입이 있는 머리의 앞면. 즉 이마에서 턱까지를 포함. . 신체 전체 그 일부 혹은 장기의 특정 표면.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1252&Md=b1e1a9c3529826b12c2905e9d579918c&TitleLetter=%BE%F3%B1%BC%B1%D9%C0%B0%3A+facial+muscle,얼굴근육,facial muscle,    얼굴의 피부를 움직이고 이에 부착되어 있는 얼굴신경의 공급을 받는 수많은 근육을 포함하는 얼굴표정근이나 모방근.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=1253&Md=247689078555b13149b732aa41b239c4&TitleLetter=%BE%F3%B1%BC%BD%C5%B0%E6%3A+facial+nerve,얼굴신경,facial nerve,    표정근을 지배하는 큰 운동신경과 작은 중간신경으로 구성된다. 좁은 의미의 얼굴신경과 중간신경으로 이루어지는 혼합신경이다. 속귀신경과 함께 속귓길로 들어가고 그 바닥에서 속귀신경과 갈라져 얼굴신경관으로 들어가 거의 직각으로 구부러지는 부분을 얼굴신경무릎이라 하며 여기에 무릎신경마디가 있다.    
